created_timestamp,impressions,clicks,likes
2014-07-29 00:00:00+00:00,2300,800,2100
2014-07-30 00:00:00+00:00,2200,900,2000
2014-07-31 00:00:00+00:00,2100,1000,1900
2014-08-01 00:00:00+00:00,2200,1100,2000
2014-08-02 00:00:00+00:00,2100,1200,1900
2014-08-03 00:00:00+00:00,2200,1100,2000
2014-08-04 00:00:00+00:00,2100,1000,2100
2014-08-05 00:00:00+00:00,2000,900,2200
2014-08-06 00:00:00+00:00,2100,1000,2100
2014-08-07 00:00:00+00:00,2200,1100,2200
2014-08-08 00:00:00+00:00,2100,1000,2300
2014-08-09 00:00:00+00:00,2200,900,2400
2014-08-10 00:00:00+00:00,2100,1000,2300
2014-08-11 00:00:00+00:00,2000,1100,2200
2014-08-12 00:00:00+00:00,1900,1000,2100
2014-08-13 00:00:00+00:00,2000,900,2200
2014-08-14 00:00:00+00:00,1900,1000,2100
2014-08-15 00:00:00+00:00,1800,1100,2000
2014-08-16 00:00:00+00:00,1900,1200,2100
2014-08-17 00:00:00+00:00,2000,1300,2200
2014-08-18 00:00:00+00:00,2100,1200,2100
2014-08-19 00:00:00+00:00,2200,1100,2000
2014-08-20 00:00:00+00:00,2300,1200,2100
2014-08-21 00:00:00+00:00,2200,1300,2200
2014-08-22 00:00:00+00:00,2100,1400,2300
2014-08-23 00:00:00+00:00,2000,1500,2200
2014-08-24 00:00:00+00:00,1900,1400,2100
2014-08-25 00:00:00+00:00,1800,1500,2200
2014-08-26 00:00:00+00:00,1700,1600,2100
2014-08-27 00:00:00+00:00,1800,1700,2200
2014-08-28 00:00:00+00:00,1900,1800,2100
2014-08-29 00:00:00+00:00,1800,1900,2000
2014-08-30 00:00:00+00:00,1900,1800,1900
2014-08-31 00:00:00+00:00,1800,1900,1800
2014-09-01 00:00:00+00:00,1900,2000,1700
2014-09-02 00:00:00+00:00,1800,1900,1600
2014-09-03 00:00:00+00:00,1900,1800,1500
2014-09-04 00:00:00+00:00,2000,1900,1400
2014-09-05 00:00:00+00:00,1900,1800,1300
2014-09-06 00:00:00+00:00,1800,1900,1200
2014-09-07 00:00:00+00:00,1900,1800,1300
2014-09-08 00:00:00+00:00,2000,1700,1200
2014-09-09 00:00:00+00:00,1900,1800,1100
2014-09-10 00:00:00+00:00,1800,1900,1000
2014-09-11 00:00:00+00:00,1900,1800,900
2014-09-12 00:00:00+00:00,2000,1900,1000
2014-09-13 00:00:00+00:00,2100,2000,1100
2014-09-14 00:00:00+00:00,2000,1900,1000
2014-09-15 00:00:00+00:00,2100,2000,1100
2014-09-16 00:00:00+00:00,2200,2100,1000
2014-09-17 00:00:00+00:00,2300,2200,1100
2014-09-18 00:00:00+00:00,2400,2300,1200
2014-09-19 00:00:00+00:00,2500,2200,1100
2014-09-20 00:00:00+00:00,2600,2300,1000
2014-09-21 00:00:00+00:00,2500,2400,1100
2014-09-22 00:00:00+00:00,2400,2300,1000
2014-09-23 00:00:00+00:00,2300,2400,900
2014-09-24 00:00:00+00:00,2200,2500,1000
2014-09-25 00:00:00+00:00,2300,2600,1100
2014-09-26 00:00:00+00:00,2200,2500,1000
2014-09-27 00:00:00+00:00,2100,2400,1100
2014-09-28 00:00:00+00:00,2200,2500,1200
2014-09-29 00:00:00+00:00,2100,2600,1100
2014-09-30 00:00:00+00:00,2000,2500,1200
2014-10-01 00:00:00+00:00,1900,2600,1300
2014-10-02 00:00:00+00:00,1800,2700,1400
2014-10-03 00:00:00+00:00,1700,2600,1300
2014-10-04 00:00:00+00:00,1800,2500,1400
2014-10-05 00:00:00+00:00,1700,2400,1500
2014-10-06 00:00:00+00:00,1800,2300,1600
2014-10-07 00:00:00+00:00,1900,2400,1700
2014-10-08 00:00:00+00:00,2000,2300,1600
2014-10-09 00:00:00+00:00,1900,2400,1500
2014-10-10 00:00:00+00:00,2000,2300,1600
2014-10-11 00:00:00+00:00,1900,2200,1700
2014-10-12 00:00:00+00:00,1800,2300,1600
2014-10-13 00:00:00+00:00,1900,2400,1500
2014-10-14 00:00:00+00:00,2000,2300,1600
2014-10-15 00:00:00+00:00,2100,2200,1700
2014-10-16 00:00:00+00:00,2200,2300,1800
2014-10-17 00:00:00+00:00,2100,2200,1900
2014-10-18 00:00:00+00:00,2000,2100,1800
2014-10-19 00:00:00+00:00,2100,2200,1900
2014-10-20 00:00:00+00:00,2000,2300,2000
2014-10-21 00:00:00+00:00,2100,2200,2100
2014-10-22 00:00:00+00:00,2200,2100,2200
2014-10-23 00:00:00+00:00,2300,2000,2300
2014-10-24 00:00:00+00:00,2200,2100,2400
2014-10-25 00:00:00+00:00,2100,2200,2300
2014-10-26 00:00:00+00:00,2200,2100,2200
2014-10-27 00:00:00+00:00,2100,2200,2100
2014-10-28 00:00:00+00:00,2200,2300,2000
2014-10-29 00:00:00+00:00,2300,2200,2100
2014-10-30 00:00:00+00:00,2200,2100,2000
2014-10-31 00:00:00+00:00,2300,2000,1900
2014-11-01 00:00:00+00:00,2400,2100,1800
2014-11-02 00:00:00+00:00,2300,2000,1900
2014-11-03 00:00:00+00:00,2400,1900,1800
2014-11-04 00:00:00+00:00,2500,1800,1700
2014-11-05 00:00:00+00:00,2400,1900,1800
2014-11-06 00:00:00+00:00,2300,2000,1900
2014-11-07 00:00:00+00:00,2200,2100,2000
2014-11-08 00:00:00+00:00,2100,2000,1900
2014-11-09 00:00:00+00:00,2000,1900,1800
2014-11-10 00:00:00+00:00,1900,2000,1700
2014-11-11 00:00:00+00:00,2000,1900,1800
2014-11-12 00:00:00+00:00,1900,1800,1900
2014-11-13 00:00:00+00:00,2000,1900,2000
2014-11-14 00:00:00+00:00,1900,1800,1900
2014-11-15 00:00:00+00:00,2000,1700,1800
2014-11-16 00:00:00+00:00,1900,1600,1700
2014-11-17 00:00:00+00:00,1800,1700,1600
2014-11-18 00:00:00+00:00,1700,1800,1700
2014-11-19 00:00:00+00:00,1600,1700,1800
2014-11-20 00:00:00+00:00,1500,1800,1700
2014-11-21 00:00:00+00:00,1400,1700,1800
2014-11-22 00:00:00+00:00,1300,1800,1900
2014-11-23 00:00:00+00:00,1400,1900,1800
2014-11-24 00:00:00+00:00,1300,2000,1900
2014-11-25 00:00:00+00:00,1200,2100,1800
2014-11-26 00:00:00+00:00,1100,2200,1700
2014-11-27 00:00:00+00:00,1000,2300,1600
2014-11-28 00:00:00+00:00,900,2400,1700
2014-11-29 00:00:00+00:00,800,2300,1600
2014-11-30 00:00:00+00:00,900,2400,1700
2014-12-01 00:00:00+00:00,800,2500,1600
2014-12-02 00:00:00+00:00,900,2400,1700
2014-12-03 00:00:00+00:00,1000,2500,1800
2014-12-04 00:00:00+00:00,1100,2600,1900
2014-12-05 00:00:00+00:00,1200,2500,1800
2014-12-06 00:00:00+00:00,1300,2400,1700
2014-12-07 00:00:00+00:00,1200,2300,1800
2014-12-08 00:00:00+00:00,1100,2200,1700
2014-12-09 00:00:00+00:00,1200,2100,1600
2014-12-10 00:00:00+00:00,1100,2200,1700
2014-12-11 00:00:00+00:00,1200,2300,1800
2014-12-12 00:00:00+00:00,1300,2400,1900
2014-12-13 00:00:00+00:00,1200,2500,1800
2014-12-14 00:00:00+00:00,1300,2600,1900
2014-12-15 00:00:00+00:00,1200,2700,1800
2014-12-16 00:00:00+00:00,1300,2600,1900
2014-12-17 00:00:00+00:00,1200,2700,1800
2014-12-18 00:00:00+00:00,1300,2800,1900
2014-12-19 00:00:00+00:00,1200,2700,1800
2014-12-20 00:00:00+00:00,1300,2800,1900
2014-12-21 00:00:00+00:00,1400,2900,2000
2014-12-22 00:00:00+00:00,1500,2800,2100
2014-12-23 00:00:00+00:00,1400,2900,2200
2014-12-24 00:00:00+00:00,1500,2800,2100
2014-12-25 00:00:00+00:00,1400,2900,2000
2014-12-26 00:00:00+00:00,1500,2800,2100
2014-12-27 00:00:00+00:00,1600,2900,2000
2014-12-28 00:00:00+00:00,1500,3000,1900
2014-12-29 00:00:00+00:00,1400,2900,2000
2014-12-30 00:00:00+00:00,1500,2800,2100
2014-12-31 00:00:00+00:00,1600,2700,2000
2015-01-01 00:00:00+00:00,1700,2800,1900
2015-01-02 00:00:00+00:00,1600,2900,1800
2015-01-03 00:00:00+00:00,1500,3000,1700
2015-01-04 00:00:00+00:00,1600,3100,1600
2015-01-05 00:00:00+00:00,1700,3000,1500
2015-01-06 00:00:00+00:00,1800,2900,1400
2015-01-07 00:00:00+00:00,1900,3000,1500
2015-01-08 00:00:00+00:00,1800,3100,1600
2015-01-09 00:00:00+00:00,1900,3000,1500
2015-01-10 00:00:00+00:00,1800,3100,1400
2015-01-11 00:00:00+00:00,1900,3000,1300
2015-01-12 00:00:00+00:00,1800,2900,1400
2015-01-13 00:00:00+00:00,1700,3000,1500
2015-01-14 00:00:00+00:00,1600,3100,1600
2015-01-15 00:00:00+00:00,1500,3000,1700
2015-01-16 00:00:00+00:00,1600,2900,1600
2015-01-17 00:00:00+00:00,1700,2800,1500
2015-01-18 00:00:00+00:00,1800,2900,1400
2015-01-19 00:00:00+00:00,1700,2800,1300
2015-01-20 00:00:00+00:00,1600,2900,1200
2015-01-21 00:00:00+00:00,1700,3000,1100
2015-01-22 00:00:00+00:00,1600,2900,1200
2015-01-23 00:00:00+00:00,1500,2800,1300
2015-01-24 00:00:00+00:00,1600,2900,1200
2015-01-25 00:00:00+00:00,1500,3000,1100
2015-01-26 00:00:00+00:00,1600,2900,1200
2015-01-27 00:00:00+00:00,1700,2800,1100
2015-01-28 00:00:00+00:00,1800,2700,1200
2015-01-29 00:00:00+00:00,1900,2800,1300
2015-01-30 00:00:00+00:00,2000,2700,1200
2015-01-31 00:00:00+00:00,2100,2600,1300
2015-02-01 00:00:00+00:00,2200,2500,1200
2015-02-02 00:00:00+00:00,2100,2400,1300
2015-02-03 00:00:00+00:00,2200,2300,1200
2015-02-04 00:00:00+00:00,2300,2400,1100
2015-02-05 00:00:00+00:00,2200,2500,1000
2015-02-06 00:00:00+00:00,2300,2600,1100
2015-02-07 00:00:00+00:00,2400,2700,1000
2015-02-08 00:00:00+00:00,2300,2600,900
2015-02-09 00:00:00+00:00,2200,2700,1000
2015-02-10 00:00:00+00:00,2100,2800,900
2015-02-11 00:00:00+00:00,2200,2900,800
2015-02-12 00:00:00+00:00,2300,3000,900
2015-02-13 00:00:00+00:00,2400,2900,1000
2015-02-14 00:00:00+00:00,2300,3000,900
2015-02-15 00:00:00+00:00,2400,2900,800
2015-02-16 00:00:00+00:00,2300,3000,700
2015-02-17 00:00:00+00:00,2400,3100,800
2015-02-18 00:00:00+00:00,2300,3200,900
2015-02-19 00:00:00+00:00,2400,3100,800
2015-02-20 00:00:00+00:00,2500,3200,900
2015-02-21 00:00:00+00:00,2400,3100,800
2015-02-22 00:00:00+00:00,2300,3000,900
2015-02-23 00:00:00+00:00,2200,2900,800
2015-02-24 00:00:00+00:00,2300,2800,900
2015-02-25 00:00:00+00:00,2200,2900,800
2015-02-26 00:00:00+00:00,2100,3000,700
2015-02-27 00:00:00+00:00,2000,3100,600
2015-02-28 00:00:00+00:00,1900,3000,700
2015-03-01 00:00:00+00:00,2000,3100,600
2015-03-02 00:00:00+00:00,2100,3000,500
2015-03-03 00:00:00+00:00,2200,3100,600
2015-03-04 00:00:00+00:00,2300,3200,500
2015-03-05 00:00:00+00:00,2400,3300,600
2015-03-06 00:00:00+00:00,2500,3200,700
2015-03-07 00:00:00+00:00,2600,3100,600
2015-03-08 00:00:00+00:00,2500,3200,700
2015-03-09 00:00:00+00:00,2400,3300,600
2015-03-10 00:00:00+00:00,2500,3400,500
2015-03-11 00:00:00+00:00,2400,3500,600
2015-03-12 00:00:00+00:00,2300,3600,700
2015-03-13 00:00:00+00:00,2200,3500,800
2015-03-14 00:00:00+00:00,2300,3400,700
2015-03-15 00:00:00+00:00,2200,3300,600
2015-03-16 00:00:00+00:00,2100,3200,700
2015-03-17 00:00:00+00:00,2200,3100,600
2015-03-18 00:00:00+00:00,2300,3000,700
2015-03-19 00:00:00+00:00,2200,3100,600
2015-03-20 00:00:00+00:00,2300,3000,700
2015-03-21 00:00:00+00:00,2400,3100,800
2015-03-22 00:00:00+00:00,2300,3000,700
2015-03-23 00:00:00+00:00,2200,3100,800
2015-03-24 00:00:00+00:00,2100,3000,700
2015-03-25 00:00:00+00:00,2200,2900,600
2015-03-26 00:00:00+00:00,2300,3000,500
2015-03-27 00:00:00+00:00,2200,3100,400
2015-03-28 00:00:00+00:00,2300,3200,500
2015-03-29 00:00:00+00:00,2400,3100,600
2015-03-30 00:00:00+00:00,2500,3000,700
2015-03-31 00:00:00+00:00,2600,3100,800
2015-04-01 00:00:00+00:00,2700,3200,900
2015-04-02 00:00:00+00:00,2600,3300,1000
2015-04-03 00:00:00+00:00,2500,3200,900
2015-04-04 00:00:00+00:00,2400,3300,800
2015-04-05 00:00:00+00:00,2300,3400,700
2015-04-06 00:00:00+00:00,2200,3300,800
2015-04-07 00:00:00+00:00,2300,3200,900
2015-04-08 00:00:00+00:00,2200,3100,1000
2015-04-09 00:00:00+00:00,2300,3200,1100
2015-04-10 00:00:00+00:00,2400,3300,1000
2015-04-11 00:00:00+00:00,2500,3400,1100
2015-04-12 00:00:00+00:00,2600,3500,1000
2015-04-13 00:00:00+00:00,2500,3400,1100
2015-04-14 00:00:00+00:00,2400,3300,1000
2015-04-15 00:00:00+00:00,2300,3200,1100
2015-04-16 00:00:00+00:00,2200,3100,1200
2015-04-17 00:00:00+00:00,2300,3000,1100
2015-04-18 00:00:00+00:00,2400,3100,1000
2015-04-19 00:00:00+00:00,2300,3200,900
2015-04-20 00:00:00+00:00,2400,3300,800
2015-04-21 00:00:00+00:00,2500,3400,900
2015-04-22 00:00:00+00:00,2600,3300,1000
2015-04-23 00:00:00+00:00,2500,3200,1100
2015-04-24 00:00:00+00:00,2600,3100,1000
2015-04-25 00:00:00+00:00,2500,3000,900
2015-04-26 00:00:00+00:00,2600,3100,1000
2015-04-27 00:00:00+00:00,2700,3000,1100
2015-04-28 00:00:00+00:00,2800,2900,1200
2015-04-29 00:00:00+00:00,2900,3000,1300
2015-04-30 00:00:00+00:00,3000,2900,1200
2015-05-01 00:00:00+00:00,3100,3000,1300
2015-05-02 00:00:00+00:00,3000,3100,1400
2015-05-03 00:00:00+00:00,2900,3200,1500
2015-05-04 00:00:00+00:00,3000,3100,1600
2015-05-05 00:00:00+00:00,3100,3200,1700
2015-05-06 00:00:00+00:00,3200,3300,1800
2015-05-07 00:00:00+00:00,3100,3400,1900
2015-05-08 00:00:00+00:00,3000,3300,2000
2015-05-09 00:00:00+00:00,3100,3400,2100
2015-05-10 00:00:00+00:00,3000,3500,2000
2015-05-11 00:00:00+00:00,3100,3600,2100
2015-05-12 00:00:00+00:00,3200,3700,2200
2015-05-13 00:00:00+00:00,3100,3800,2100
2015-05-14 00:00:00+00:00,3200,3700,2000
2015-05-15 00:00:00+00:00,3300,3600,1900
2015-05-16 00:00:00+00:00,3200,3700,1800
2015-05-17 00:00:00+00:00,3100,3800,1700
2015-05-18 00:00:00+00:00,3200,3900,1600
2015-05-19 00:00:00+00:00,3100,3800,1700
2015-05-20 00:00:00+00:00,3000,3900,1800
2015-05-21 00:00:00+00:00,3100,3800,1700
2015-05-22 00:00:00+00:00,3000,3900,1600
2015-05-23 00:00:00+00:00,2900,3800,1700
2015-05-24 00:00:00+00:00,2800,3700,1600
2015-05-25 00:00:00+00:00,2900,3600,1500
2015-05-26 00:00:00+00:00,2800,3700,1400
2015-05-27 00:00:00+00:00,2700,3600,1300
2015-05-28 00:00:00+00:00,2800,3500,1200
2015-05-29 00:00:00+00:00,2900,3400,1300
2015-05-30 00:00:00+00:00,2800,3300,1400
2015-05-31 00:00:00+00:00,2900,3200,1500
2015-06-01 00:00:00+00:00,3000,3300,1600
2015-06-02 00:00:00+00:00,3100,3200,1700
2015-06-03 00:00:00+00:00,3200,3300,1800
2015-06-04 00:00:00+00:00,3100,3400,1700
2015-06-05 00:00:00+00:00,3200,3300,1600
2015-06-06 00:00:00+00:00,3100,3400,1500
2015-06-07 00:00:00+00:00,3000,3300,1600
2015-06-08 00:00:00+00:00,2900,3400,1500
2015-06-09 00:00:00+00:00,2800,3300,1400
2015-06-10 00:00:00+00:00,2900,3400,1500
2015-06-11 00:00:00+00:00,3000,3300,1600
2015-06-12 00:00:00+00:00,2900,3200,1700
2015-06-13 00:00:00+00:00,2800,3100,1800
2015-06-14 00:00:00+00:00,2900,3000,1900
2015-06-15 00:00:00+00:00,3000,3100,1800
2015-06-16 00:00:00+00:00,2900,3000,1700
2015-06-17 00:00:00+00:00,3000,2900,1800
2015-06-18 00:00:00+00:00,3100,3000,1700
2015-06-19 00:00:00+00:00,3200,3100,1800
2015-06-20 00:00:00+00:00,3300,3000,1700
2015-06-21 00:00:00+00:00,3400,3100,1800
2015-06-22 00:00:00+00:00,3300,3200,1900
2015-06-23 00:00:00+00:00,3400,3300,2000
2015-06-24 00:00:00+00:00,3500,3200,2100
2015-06-25 00:00:00+00:00,3400,3100,2200
2015-06-26 00:00:00+00:00,3300,3000,2100
2015-06-27 00:00:00+00:00,3400,2900,2000
2015-06-28 00:00:00+00:00,3500,2800,1900
2015-06-29 00:00:00+00:00,3400,2900,1800
2015-06-30 00:00:00+00:00,3300,2800,1700
2015-07-01 00:00:00+00:00,3200,2700,1600
2015-07-02 00:00:00+00:00,3300,2600,1500
2015-07-03 00:00:00+00:00,3200,2500,1600
2015-07-04 00:00:00+00:00,3100,2600,1700
2015-07-05 00:00:00+00:00,3000,2700,1600
2015-07-06 00:00:00+00:00,3100,2600,1700
