created_timestamp,comments,impressions,likes,clicks,shares
2014-03-26 00:00:00+00:00,80,200,1300,600,1200
2014-03-27 00:00:00+00:00,90,300,1200,500,1300
2014-03-28 00:00:00+00:00,100,200,1100,600,1200
2014-03-29 00:00:00+00:00,110,300,1000,700,1100
2014-03-30 00:00:00+00:00,120,200,1100,800,1000
2014-03-31 00:00:00+00:00,110,300,1000,900,1100
2014-04-01 00:00:00+00:00,100,200,1100,1000,1200
2014-04-02 00:00:00+00:00,90,300,1200,1100,1300
2014-04-03 00:00:00+00:00,80,400,1300,1000,1400
2014-04-04 00:00:00+00:00,70,500,1400,1100,1300
2014-04-05 00:00:00+00:00,80,600,1500,1000,1400
2014-04-06 00:00:00+00:00,90,700,1600,1100,1300
2014-04-07 00:00:00+00:00,80,600,1500,1000,1400
2014-04-08 00:00:00+00:00,90,500,1400,1100,1300
2014-04-09 00:00:00+00:00,100,600,1300,1200,1200
2014-04-10 00:00:00+00:00,90,700,1200,1300,1300
2014-04-11 00:00:00+00:00,80,800,1100,1200,1400
2014-04-12 00:00:00+00:00,90,700,1000,1100,1300
2014-04-13 00:00:00+00:00,100,600,900,1200,1200
2014-04-14 00:00:00+00:00,90,700,800,1300,1100
2014-04-15 00:00:00+00:00,100,800,700,1400,1200
2014-04-16 00:00:00+00:00,90,900,800,1300,1100
2014-04-17 00:00:00+00:00,100,1000,700,1200,1200
2014-04-18 00:00:00+00:00,90,1100,800,1100,1100
2014-04-19 00:00:00+00:00,80,1000,700,1200,1000
2014-04-20 00:00:00+00:00,70,900,800,1300,1100
2014-04-21 00:00:00+00:00,60,1000,700,1200,1200
2014-04-22 00:00:00+00:00,50,1100,600,1300,1100
2014-04-23 00:00:00+00:00,40,1200,700,1200,1000
2014-04-24 00:00:00+00:00,50,1100,600,1300,900
2014-04-25 00:00:00+00:00,40,1000,700,1400,800
2014-04-26 00:00:00+00:00,30,1100,600,1500,900
2014-04-27 00:00:00+00:00,20,1000,500,1400,800
2014-04-28 00:00:00+00:00,10,900,400,1500,900
2014-04-29 00:00:00+00:00,0,800,500,1400,1000
2014-04-30 00:00:00+00:00,10,700,400,1300,900
2014-05-01 00:00:00+00:00,20,600,300,1200,1000
2014-05-02 00:00:00+00:00,30,500,200,1300,900
2014-05-03 00:00:00+00:00,20,600,100,1200,1000
2014-05-04 00:00:00+00:00,30,500,0,1100,1100
2014-05-05 00:00:00+00:00,20,600,100,1000,1000
2014-05-06 00:00:00+00:00,10,700,200,1100,900
2014-05-07 00:00:00+00:00,20,800,300,1000,800
2014-05-08 00:00:00+00:00,30,700,400,900,900
2014-05-09 00:00:00+00:00,20,800,500,1000,800
2014-05-10 00:00:00+00:00,30,900,400,900,700
2014-05-11 00:00:00+00:00,20,800,300,1000,600
2014-05-12 00:00:00+00:00,30,900,200,900,500
2014-05-13 00:00:00+00:00,40,1000,100,800,400
2014-05-14 00:00:00+00:00,30,1100,200,700,500
2014-05-15 00:00:00+00:00,40,1200,300,800,600
2014-05-16 00:00:00+00:00,30,1100,400,900,500
2014-05-17 00:00:00+00:00,40,1200,300,800,400
2014-05-18 00:00:00+00:00,50,1300,400,700,500
2014-05-19 00:00:00+00:00,60,1400,500,800,400
2014-05-20 00:00:00+00:00,70,1500,400,700,500
2014-05-21 00:00:00+00:00,80,1400,500,800,600
2014-05-22 00:00:00+00:00,90,1500,600,900,500
2014-05-23 00:00:00+00:00,80,1400,700,1000,400
2014-05-24 00:00:00+00:00,90,1300,800,1100,500
2014-05-25 00:00:00+00:00,80,1200,900,1200,400
2014-05-26 00:00:00+00:00,90,1300,1000,1300,300
2014-05-27 00:00:00+00:00,80,1400,900,1200,200
2014-05-28 00:00:00+00:00,70,1500,1000,1300,100
2014-05-29 00:00:00+00:00,60,1400,900,1400,200
2014-05-30 00:00:00+00:00,50,1500,1000,1500,100
2014-05-31 00:00:00+00:00,60,1400,900,1400,200
2014-06-01 00:00:00+00:00,70,1300,1000,1300,300
2014-06-02 00:00:00+00:00,80,1200,900,1400,400
2014-06-03 00:00:00+00:00,90,1300,1000,1300,300
2014-06-04 00:00:00+00:00,80,1200,900,1400,200
2014-06-05 00:00:00+00:00,90,1300,800,1500,100
2014-06-06 00:00:00+00:00,100,1200,900,1400,0
2014-06-07 00:00:00+00:00,110,1300,800,1300,100
2014-06-08 00:00:00+00:00,120,1400,700,1400,100
2014-06-09 00:00:00+00:00,110,1500,800,1300,100
2014-06-10 00:00:00+00:00,100,1600,900,1400,200
2014-06-11 00:00:00+00:00,90,1500,800,1500,100
2014-06-12 00:00:00+00:00,80,1400,900,1600,200
2014-06-13 00:00:00+00:00,70,1300,1000,1500,300
2014-06-14 00:00:00+00:00,60,1400,1100,1400,400
2014-06-15 00:00:00+00:00,50,1500,1200,1300,300
2014-06-16 00:00:00+00:00,60,1600,1300,1400,400
2014-06-17 00:00:00+00:00,70,1700,1400,1300,500
2014-06-18 00:00:00+00:00,60,1800,1500,1400,600
2014-06-19 00:00:00+00:00,50,1900,1400,1500,700
2014-06-20 00:00:00+00:00,40,2000,1300,1600,600
2014-06-21 00:00:00+00:00,50,2100,1200,1700,500
2014-06-22 00:00:00+00:00,40,2000,1300,1600,400
2014-06-23 00:00:00+00:00,30,2100,1400,1700,300
2014-06-24 00:00:00+00:00,20,2000,1300,1800,400
2014-06-25 00:00:00+00:00,10,1900,1400,1900,300
2014-06-26 00:00:00+00:00,20,1800,1500,2000,200
2014-06-27 00:00:00+00:00,10,1900,1600,1900,300
2014-06-28 00:00:00+00:00,20,2000,1700,1800,400
2014-06-29 00:00:00+00:00,10,1900,1800,1900,500
2014-06-30 00:00:00+00:00,20,2000,1900,2000,400
2014-07-01 00:00:00+00:00,30,1900,1800,2100,300
2014-07-02 00:00:00+00:00,20,2000,1900,2000,400
2014-07-03 00:00:00+00:00,10,1900,1800,1900,300
2014-07-04 00:00:00+00:00,0,2000,1700,2000,200
2014-07-05 00:00:00+00:00,10,1900,1800,1900,300
2014-07-06 00:00:00+00:00,10,2000,1700,1800,200
2014-07-07 00:00:00+00:00,10,1900,1600,1900,300
2014-07-08 00:00:00+00:00,10,2000,1500,1800,400
2014-07-09 00:00:00+00:00,10,2100,1400,1700,500
2014-07-10 00:00:00+00:00,10,2000,1300,1600,600
2014-07-11 00:00:00+00:00,10,1900,1400,1700,500
2014-07-12 00:00:00+00:00,0,2000,1300,1600,600
2014-07-13 00:00:00+00:00,10,2100,1400,1500,700
2014-07-14 00:00:00+00:00,20,2000,1500,1400,600
2014-07-15 00:00:00+00:00,10,1900,1600,1500,700
2014-07-16 00:00:00+00:00,20,1800,1500,1400,600
2014-07-17 00:00:00+00:00,10,1900,1400,1300,500
2014-07-18 00:00:00+00:00,0,1800,1300,1400,600
2014-07-19 00:00:00+00:00,10,1700,1200,1300,700
2014-07-20 00:00:00+00:00,10,1800,1100,1400,800
2014-07-21 00:00:00+00:00,10,1900,1200,1500,700
2014-07-22 00:00:00+00:00,10,2000,1100,1400,600
2014-07-23 00:00:00+00:00,0,1900,1000,1500,500
2014-07-24 00:00:00+00:00,10,2000,1100,1400,400
2014-07-25 00:00:00+00:00,10,2100,1000,1500,300
2014-07-26 00:00:00+00:00,20,2200,900,1400,400
2014-07-27 00:00:00+00:00,10,2300,1000,1300,300
2014-07-28 00:00:00+00:00,0,2400,900,1400,400
2014-07-29 00:00:00+00:00,10,2300,800,1300,300
2014-07-30 00:00:00+00:00,10,2400,700,1400,200
2014-07-31 00:00:00+00:00,10,2300,800,1300,100
2014-08-01 00:00:00+00:00,10,2400,900,1400,0
2014-08-02 00:00:00+00:00,0,2500,800,1500,100
2014-08-03 00:00:00+00:00,10,2600,900,1600,200
2014-08-04 00:00:00+00:00,10,2500,800,1700,100
2014-08-05 00:00:00+00:00,10,2600,900,1800,0
2014-08-06 00:00:00+00:00,20,2700,800,1900,100
2014-08-07 00:00:00+00:00,10,2600,700,1800,100
2014-08-08 00:00:00+00:00,0,2700,600,1700,100
2014-08-09 00:00:00+00:00,10,2600,700,1600,100
2014-08-10 00:00:00+00:00,10,2700,800,1700,200
2014-08-11 00:00:00+00:00,10,2800,700,1800,300
2014-08-12 00:00:00+00:00,10,2900,800,1900,200
2014-08-13 00:00:00+00:00,20,3000,900,2000,100
2014-08-14 00:00:00+00:00,10,2900,1000,2100,200
2014-08-15 00:00:00+00:00,20,3000,900,2000,300
2014-08-16 00:00:00+00:00,10,2900,800,2100,400
2014-08-17 00:00:00+00:00,20,3000,700,2000,500
2014-08-18 00:00:00+00:00,30,3100,800,2100,400
2014-08-19 00:00:00+00:00,20,3000,700,2200,500
2014-08-20 00:00:00+00:00,10,3100,800,2300,400
2014-08-21 00:00:00+00:00,0,3000,900,2400,500
2014-08-22 00:00:00+00:00,10,2900,800,2500,400
2014-08-23 00:00:00+00:00,20,2800,700,2600,500
2014-08-24 00:00:00+00:00,10,2700,600,2500,600
2014-08-25 00:00:00+00:00,0,2800,700,2400,500
2014-08-26 00:00:00+00:00,10,2700,600,2500,600
2014-08-27 00:00:00+00:00,0,2800,700,2600,500
2014-08-28 00:00:00+00:00,10,2900,800,2700,600
2014-08-29 00:00:00+00:00,10,2800,900,2800,700
2014-08-30 00:00:00+00:00,10,2900,800,2700,800
2014-08-31 00:00:00+00:00,0,2800,700,2800,700
2014-09-01 00:00:00+00:00,10,2700,800,2700,800
2014-09-02 00:00:00+00:00,10,2600,700,2800,700
2014-09-03 00:00:00+00:00,10,2700,800,2700,600
2014-09-04 00:00:00+00:00,0,2600,700,2800,700
2014-09-05 00:00:00+00:00,10,2700,600,2900,600
2014-09-06 00:00:00+00:00,10,2600,700,2800,500
2014-09-07 00:00:00+00:00,20,2700,800,2700,600
2014-09-08 00:00:00+00:00,10,2800,700,2800,700
2014-09-09 00:00:00+00:00,20,2700,800,2900,600
2014-09-10 00:00:00+00:00,10,2800,700,2800,500
2014-09-11 00:00:00+00:00,20,2900,800,2700,600
2014-09-12 00:00:00+00:00,30,3000,700,2600,500
2014-09-13 00:00:00+00:00,20,3100,600,2700,400
2014-09-14 00:00:00+00:00,10,3200,500,2800,300
2014-09-15 00:00:00+00:00,20,3300,600,2700,200
2014-09-16 00:00:00+00:00,10,3200,500,2600,300
2014-09-17 00:00:00+00:00,20,3300,600,2700,200
2014-09-18 00:00:00+00:00,10,3200,700,2600,100
2014-09-19 00:00:00+00:00,20,3100,600,2500,200
2014-09-20 00:00:00+00:00,30,3200,500,2400,100
2014-09-21 00:00:00+00:00,40,3100,600,2300,200
2014-09-22 00:00:00+00:00,30,3200,500,2400,300
2014-09-23 00:00:00+00:00,40,3300,400,2300,400
2014-09-24 00:00:00+00:00,30,3200,300,2400,300
2014-09-25 00:00:00+00:00,20,3300,200,2500,400
2014-09-26 00:00:00+00:00,30,3200,300,2600,300
2014-09-27 00:00:00+00:00,20,3300,400,2500,200
2014-09-28 00:00:00+00:00,30,3200,500,2600,100
2014-09-29 00:00:00+00:00,20,3300,600,2500,0
2014-09-30 00:00:00+00:00,30,3400,500,2600,100
2014-10-01 00:00:00+00:00,40,3300,600,2500,200
2014-10-02 00:00:00+00:00,50,3400,700,2400,300
2014-10-03 00:00:00+00:00,60,3300,600,2500,400
2014-10-04 00:00:00+00:00,70,3200,500,2600,500
2014-10-05 00:00:00+00:00,80,3100,600,2500,600
2014-10-06 00:00:00+00:00,70,3000,500,2600,500
2014-10-07 00:00:00+00:00,80,2900,400,2500,600
2014-10-08 00:00:00+00:00,90,3000,300,2400,700
2014-10-09 00:00:00+00:00,80,3100,200,2300,600
2014-10-10 00:00:00+00:00,90,3200,300,2200,700
2014-10-11 00:00:00+00:00,100,3300,200,2100,600
2014-10-12 00:00:00+00:00,110,3400,100,2000,700
2014-10-13 00:00:00+00:00,100,3500,0,1900,600
2014-10-14 00:00:00+00:00,90,3600,100,1800,500
2014-10-15 00:00:00+00:00,80,3700,100,1900,400
2014-10-16 00:00:00+00:00,90,3800,200,2000,500
2014-10-17 00:00:00+00:00,80,3700,100,2100,400
2014-10-18 00:00:00+00:00,90,3600,0,2000,500
2014-10-19 00:00:00+00:00,80,3500,100,2100,400
2014-10-20 00:00:00+00:00,90,3400,100,2000,300
2014-10-21 00:00:00+00:00,80,3300,100,2100,200
2014-10-22 00:00:00+00:00,70,3400,100,2200,100
2014-10-23 00:00:00+00:00,60,3500,0,2100,0
2014-10-24 00:00:00+00:00,70,3400,100,2000,100
2014-10-25 00:00:00+00:00,60,3500,0,2100,100
2014-10-26 00:00:00+00:00,70,3600,100,2200,0
2014-10-27 00:00:00+00:00,80,3700,200,2100,100
2014-10-28 00:00:00+00:00,90,3600,300,2200,0
2014-10-29 00:00:00+00:00,80,3700,200,2100,100
2014-10-30 00:00:00+00:00,70,3600,300,2200,0
2014-10-31 00:00:00+00:00,80,3500,400,2300,100
2014-11-01 00:00:00+00:00,70,3400,300,2200,0
2014-11-02 00:00:00+00:00,60,3500,200,2300,100
2014-11-03 00:00:00+00:00,50,3600,100,2200,100
2014-11-04 00:00:00+00:00,60,3700,200,2300,0
2014-11-05 00:00:00+00:00,50,3800,100,2200,100
2014-11-06 00:00:00+00:00,60,3700,0,2300,100
2014-11-07 00:00:00+00:00,50,3600,100,2200,0
2014-11-08 00:00:00+00:00,40,3500,100,2300,100
2014-11-09 00:00:00+00:00,50,3400,100,2200,200
2014-11-10 00:00:00+00:00,40,3300,0,2300,100
2014-11-11 00:00:00+00:00,50,3400,100,2400,0
2014-11-12 00:00:00+00:00,60,3300,100,2300,100
2014-11-13 00:00:00+00:00,70,3200,200,2200,100
2014-11-14 00:00:00+00:00,80,3300,300,2100,100
2014-11-15 00:00:00+00:00,90,3200,200,2000,200
2014-11-16 00:00:00+00:00,100,3300,300,2100,100
2014-11-17 00:00:00+00:00,90,3200,200,2200,200
2014-11-18 00:00:00+00:00,100,3100,300,2300,300
2014-11-19 00:00:00+00:00,90,3000,200,2400,400
2014-11-20 00:00:00+00:00,80,3100,100,2300,300
2014-11-21 00:00:00+00:00,70,3200,200,2400,400
2014-11-22 00:00:00+00:00,60,3300,300,2500,300
2014-11-23 00:00:00+00:00,50,3200,200,2400,400
2014-11-24 00:00:00+00:00,40,3100,300,2500,300
2014-11-25 00:00:00+00:00,50,3000,200,2400,200
2014-11-26 00:00:00+00:00,60,3100,300,2500,100
2014-11-27 00:00:00+00:00,70,3000,400,2400,0
2014-11-28 00:00:00+00:00,80,3100,500,2300,100
2014-11-29 00:00:00+00:00,70,3000,600,2200,100
2014-11-30 00:00:00+00:00,80,3100,700,2100,100
2014-12-01 00:00:00+00:00,70,3000,600,2000,100
2014-12-02 00:00:00+00:00,80,2900,500,1900,100
2014-12-03 00:00:00+00:00,90,2800,400,1800,100
2014-12-04 00:00:00+00:00,100,2900,300,1700,100
2014-12-05 00:00:00+00:00,90,3000,200,1800,200
2014-12-06 00:00:00+00:00,80,2900,300,1700,100
2014-12-07 00:00:00+00:00,90,2800,400,1600,0
2014-12-08 00:00:00+00:00,80,2900,500,1500,100
2014-12-09 00:00:00+00:00,70,2800,400,1400,0
2014-12-10 00:00:00+00:00,80,2900,300,1500,100
2014-12-11 00:00:00+00:00,90,3000,200,1600,200
2014-12-12 00:00:00+00:00,100,3100,100,1500,300
2014-12-13 00:00:00+00:00,110,3200,200,1600,200
2014-12-14 00:00:00+00:00,120,3300,300,1500,300
2014-12-15 00:00:00+00:00,110,3200,400,1600,200
2014-12-16 00:00:00+00:00,100,3100,300,1500,300
2014-12-17 00:00:00+00:00,110,3200,400,1600,400
2014-12-18 00:00:00+00:00,120,3300,500,1700,500
2014-12-19 00:00:00+00:00,130,3400,600,1600,400
2014-12-20 00:00:00+00:00,140,3300,700,1700,300
2014-12-21 00:00:00+00:00,150,3400,800,1800,200
2014-12-22 00:00:00+00:00,160,3500,900,1900,300
2014-12-23 00:00:00+00:00,170,3400,800,2000,400
2014-12-24 00:00:00+00:00,180,3500,700,1900,300
2014-12-25 00:00:00+00:00,190,3400,600,2000,200
2014-12-26 00:00:00+00:00,200,3300,700,1900,300
2014-12-27 00:00:00+00:00,190,3400,600,2000,400
2014-12-28 00:00:00+00:00,200,3500,700,2100,500
2014-12-29 00:00:00+00:00,190,3600,600,2200,400
2014-12-30 00:00:00+00:00,200,3700,500,2100,500
2014-12-31 00:00:00+00:00,210,3600,400,2000,400
2015-01-01 00:00:00+00:00,220,3500,500,1900,300
2015-01-02 00:00:00+00:00,230,3400,400,2000,400
2015-01-03 00:00:00+00:00,240,3500,500,1900,500
2015-01-04 00:00:00+00:00,230,3600,600,2000,600
2015-01-05 00:00:00+00:00,240,3700,500,1900,700
2015-01-06 00:00:00+00:00,250,3600,400,2000,800
2015-01-07 00:00:00+00:00,260,3700,300,1900,700
2015-01-08 00:00:00+00:00,270,3600,200,1800,600
2015-01-09 00:00:00+00:00,280,3700,300,1700,700
2015-01-10 00:00:00+00:00,270,3800,400,1800,800
2015-01-11 00:00:00+00:00,260,3900,300,1700,700
2015-01-12 00:00:00+00:00,270,3800,200,1800,800
2015-01-13 00:00:00+00:00,260,3700,100,1700,700
2015-01-14 00:00:00+00:00,270,3800,200,1600,600
2015-01-15 00:00:00+00:00,260,3700,100,1500,500
2015-01-16 00:00:00+00:00,250,3800,200,1600,600
2015-01-17 00:00:00+00:00,260,3700,300,1500,500
2015-01-18 00:00:00+00:00,250,3600,400,1400,600
2015-01-19 00:00:00+00:00,260,3500,500,1500,500
2015-01-20 00:00:00+00:00,270,3400,600,1400,400
2015-01-21 00:00:00+00:00,260,3300,500,1300,300
2015-01-22 00:00:00+00:00,250,3400,600,1400,400
2015-01-23 00:00:00+00:00,260,3300,500,1500,300
2015-01-24 00:00:00+00:00,270,3200,400,1400,200
2015-01-25 00:00:00+00:00,260,3300,300,1300,300
2015-01-26 00:00:00+00:00,250,3200,200,1200,200
2015-01-27 00:00:00+00:00,240,3300,300,1100,100
2015-01-28 00:00:00+00:00,230,3200,400,1000,0
2015-01-29 00:00:00+00:00,240,3100,300,1100,100
2015-01-30 00:00:00+00:00,250,3200,400,1200,200
2015-01-31 00:00:00+00:00,240,3300,300,1100,300
2015-02-01 00:00:00+00:00,250,3200,400,1000,200
2015-02-02 00:00:00+00:00,260,3100,500,1100,300
2015-02-03 00:00:00+00:00,250,3000,400,1200,200
2015-02-04 00:00:00+00:00,240,3100,300,1300,100
2015-02-05 00:00:00+00:00,230,3200,200,1200,200
2015-02-06 00:00:00+00:00,220,3100,300,1100,300
2015-02-07 00:00:00+00:00,210,3000,400,1000,400
2015-02-08 00:00:00+00:00,220,3100,300,1100,300
2015-02-09 00:00:00+00:00,210,3000,400,1000,400
2015-02-10 00:00:00+00:00,200,3100,500,900,500
2015-02-11 00:00:00+00:00,190,3000,600,1000,600
2015-02-12 00:00:00+00:00,180,3100,700,1100,700
2015-02-13 00:00:00+00:00,190,3000,800,1200,600
2015-02-14 00:00:00+00:00,200,3100,700,1100,700
2015-02-15 00:00:00+00:00,190,3200,600,1200,600
2015-02-16 00:00:00+00:00,200,3100,500,1100,700
2015-02-17 00:00:00+00:00,190,3200,600,1000,800
2015-02-18 00:00:00+00:00,180,3100,500,900,700
2015-02-19 00:00:00+00:00,190,3000,600,800,600
2015-02-20 00:00:00+00:00,180,2900,700,700,500
2015-02-21 00:00:00+00:00,170,2800,800,800,600
2015-02-22 00:00:00+00:00,160,2900,900,700,500
2015-02-23 00:00:00+00:00,150,2800,1000,800,400
2015-02-24 00:00:00+00:00,140,2900,900,900,500
2015-02-25 00:00:00+00:00,130,3000,1000,1000,600
2015-02-26 00:00:00+00:00,140,3100,900,1100,700
2015-02-27 00:00:00+00:00,150,3200,800,1000,600
2015-02-28 00:00:00+00:00,160,3100,900,900,500
2015-03-01 00:00:00+00:00,150,3000,800,1000,400
2015-03-02 00:00:00+00:00,140,3100,900,1100,300
2015-03-03 00:00:00+00:00,150,3200,800,1000,200
2015-03-04 00:00:00+00:00,160,3100,700,900,300
2015-03-05 00:00:00+00:00,150,3200,800,1000,400
2015-03-06 00:00:00+00:00,160,3300,700,900,300
2015-03-07 00:00:00+00:00,170,3400,600,800,400
2015-03-08 00:00:00+00:00,180,3500,500,900,500
2015-03-09 00:00:00+00:00,170,3600,400,800,400
2015-03-10 00:00:00+00:00,180,3500,500,900,500
2015-03-11 00:00:00+00:00,170,3600,600,800,400
2015-03-12 00:00:00+00:00,160,3700,500,700,500
2015-03-13 00:00:00+00:00,170,3800,400,800,400
2015-03-14 00:00:00+00:00,160,3900,300,700,500
2015-03-15 00:00:00+00:00,150,3800,200,800,400
2015-03-16 00:00:00+00:00,140,3700,300,900,500
2015-03-17 00:00:00+00:00,130,3800,400,800,600
2015-03-18 00:00:00+00:00,140,3700,300,900,700
2015-03-19 00:00:00+00:00,130,3600,400,800,600
2015-03-20 00:00:00+00:00,140,3500,300,900,500
2015-03-21 00:00:00+00:00,130,3400,400,800,600
2015-03-22 00:00:00+00:00,120,3300,500,700,500
2015-03-23 00:00:00+00:00,130,3400,400,600,400
2015-03-24 00:00:00+00:00,120,3300,500,700,300
2015-03-25 00:00:00+00:00,110,3400,400,600,200
2015-03-26 00:00:00+00:00,100,3500,500,700,100
2015-03-27 00:00:00+00:00,90,3600,600,600,0
2015-03-28 00:00:00+00:00,100,3700,700,700,100
2015-03-29 00:00:00+00:00,90,3800,800,800,200
2015-03-30 00:00:00+00:00,100,3900,900,700,100
2015-03-31 00:00:00+00:00,90,3800,800,800,0
2015-04-01 00:00:00+00:00,80,3900,700,900,100
2015-04-02 00:00:00+00:00,90,4000,800,1000,200
2015-04-03 00:00:00+00:00,100,3900,900,1100,300
2015-04-04 00:00:00+00:00,110,3800,800,1200,400
2015-04-05 00:00:00+00:00,100,3700,900,1300,500
2015-04-06 00:00:00+00:00,90,3600,1000,1400,600
2015-04-07 00:00:00+00:00,100,3700,900,1500,500
2015-04-08 00:00:00+00:00,110,3600,1000,1400,600
2015-04-09 00:00:00+00:00,100,3500,900,1300,500
2015-04-10 00:00:00+00:00,90,3600,800,1400,400
2015-04-11 00:00:00+00:00,100,3700,900,1500,300
2015-04-12 00:00:00+00:00,90,3800,800,1400,400
2015-04-13 00:00:00+00:00,80,3900,700,1500,500
2015-04-14 00:00:00+00:00,70,4000,600,1400,600
2015-04-15 00:00:00+00:00,60,3900,500,1500,700
2015-04-16 00:00:00+00:00,50,4000,600,1400,800
2015-04-17 00:00:00+00:00,60,4100,500,1300,900
2015-04-18 00:00:00+00:00,50,4200,400,1200,800
2015-04-19 00:00:00+00:00,60,4300,500,1100,700
2015-04-20 00:00:00+00:00,70,4200,600,1200,600
2015-04-21 00:00:00+00:00,60,4300,700,1300,500
2015-04-22 00:00:00+00:00,50,4400,600,1200,600
2015-04-23 00:00:00+00:00,60,4300,700,1100,500
2015-04-24 00:00:00+00:00,70,4200,800,1000,400
2015-04-25 00:00:00+00:00,60,4100,700,1100,300
2015-04-26 00:00:00+00:00,50,4000,800,1000,200
2015-04-27 00:00:00+00:00,60,4100,700,1100,100
2015-04-28 00:00:00+00:00,70,4200,800,1000,200
2015-04-29 00:00:00+00:00,60,4300,700,1100,100
